,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
461,7,33,2,0,2,1,31,3.0,1,0,0,54,0
462,7,27,0,1,2,1,30,5.0,7,0,0,49,0
463,7,4,0,1,2,1,46,1.0,5,0,0,50,0
464,4,11,0,0,0,1,60,5.0,4,1,0,56,0
465,4,19,0,1,0,1,44,5.0,11,1,0,55,0
466,8,14,2,1,2,3,35,3.0,3,0,0,86,0
467,7,14,0,1,2,2,33,2.0,6,0,0,52,0
468,4,30,0,1,2,1,38,4.0,8,1,0,55,0
469,8,14,2,1,2,1,39,3.0,5,0,0,80,0
470,7,18,0,1,0,1,30,3.0,2,0,0,50,0
471,4,29,0,1,2,1,31,4.0,1,1,0,65,0
472,7,31,0,1,2,1,57,4.0,3,0,0,50,0
473,7,11,0,0,0,1,34,1.0,7,0,0,50,0
474,4,11,0,1,0,1,38,3.0,4,1,0,66,0
475,7,5,2,1,0,1,24,3.0,1,1,0,55,0
476,5,8,2,1,0,1,45,3.0,16,0,0,87,1
477,7,0,2,1,0,1,40,1.0,11,0,0,53,0
478,5,25,0,1,0,2,32,3.0,3,0,0,70,0
479,7,11,0,0,2,2,29,3.0,2,0,0,48,0
480,1,11,0,0,0,1,39,4.0,11,0,0,59,0
481,0,4,0,1,2,1,32,3.0,7,0,0,80,0
482,4,11,2,1,0,2,57,4.0,7,1,0,58,0
483,5,2,0,0,0,1,36,3.0,4,1,0,72,0
484,7,11,0,1,0,1,34,1.0,5,0,0,46,0
485,2,14,2,0,0,1,33,5.0,7,1,0,50,0
486,8,11,2,1,2,1,39,2.0,4,1,0,81,0
487,1,6,0,0,2,2,32,4.0,8,0,0,59,0
488,8,11,0,1,1,1,31,3.0,6,0,0,77,0
489,7,14,0,1,0,1,31,1.0,7,1,0,52,0
490,5,14,0,0,0,1,25,3.0,3,0,0,68,0
491,7,28,0,0,2,1,43,5.0,4,1,0,50,0
492,4,11,0,1,2,1,25,1.0,1,0,0,65,0
493,5,11,2,0,0,1,50,1.0,16,0,0,68,0
494,4,14,2,1,0,3,32,3.0,4,1,0,64,1
495,1,25,0,1,2,1,28,3.0,2,0,0,59,0
496,7,8,0,1,0,1,32,1.0,5,0,0,51,0
497,7,7,0,1,2,1,34,5.0,5,0,0,49,0
498,4,7,0,1,0,1,30,5.0,4,0,0,55,0
499,4,31,2,0,2,1,33,5.0,6,0,0,74,1
500,5,31,2,1,2,2,46,4.0,19,1,0,70,0
501,7,3,0,1,2,1,35,4.0,10,1,0,50,1
502,4,31,0,1,0,1,33,5.0,8,1,0,59,1
503,4,14,0,1,2,1,30,4.0,4,0,0,59,0
504,5,31,0,1,2,2,33,5.0,4,1,0,71,0
505,7,4,0,1,0,1,28,4.0,5,0,0,52,0
506,8,16,2,1,0,1,38,3.0,8,0,0,84,0
507,7,11,0,0,2,1,34,2.0,7,1,0,49,1
508,7,11,0,0,0,2,40,3.0,1,1,0,51,0
509,5,24,0,0,2,2,30,3.0,5,0,0,73,0
510,4,3,0,0,2,1,29,2.0,7,0,0,60,0
511,6,18,0,1,2,1,30,3.0,3,0,0,83,0
512,7,24,0,1,2,1,38,4.0,10,0,0,50,0
513,4,31,0,1,0,3,40,3.0,11,0,0,60,0
514,0,14,2,0,0,1,29,4.0,5,0,0,86,0
515,2,11,2,0,2,1,53,4.0,25,0,0,47,0
516,7,8,0,0,2,1,26,3.0,2,0,0,49,0
517,0,25,0,1,0,2,28,3.0,1,0,0,82,0
518,0,14,2,1,2,1,26,3.0,1,1,0,84,0
519,5,1,0,1,0,1,28,3.0,4,0,0,65,0
520,2,31,0,0,2,1,30,3.0,3,0,0,51,0
521,4,6,2,1,0,1,59,4.0,4,1,0,56,0
522,6,14,0,0,0,1,29,3.0,1,1,0,86,0
523,8,5,0,1,2,1,31,3.0,4,0,0,83,0
524,5,31,0,0,0,1,26,3.0,2,0,0,69,0
525,4,10,2,0,2,1,37,3.0,10,0,0,62,0
526,4,32,0,0,2,1,25,3.0,1,0,0,62,0
527,8,24,0,1,0,1,27,2.0,3,1,0,78,0
528,4,11,2,1,2,1,39,4.0,10,0,0,60,0
529,0,20,0,1,0,1,36,5.0,3,1,0,91,1
530,5,15,2,1,0,2,35,5.0,6,1,0,91,1
531,8,32,0,0,0,1,28,5.0,1,0,0,81,0
532,7,13,0,1,0,1,30,5.0,1,1,0,50,0
533,5,14,2,1,2,1,37,5.0,9,1,0,75,0
534,8,20,2,1,2,2,35,1.0,9,0,0,80,0
535,7,20,2,0,0,1,30,1.0,5,0,0,54,0
536,6,21,0,1,2,1,30,5.0,1,0,0,96,1
537,8,11,0,1,0,1,45,4.0,3,0,0,83,0
538,5,15,2,1,0,1,36,3.0,7,1,0,71,0
539,7,2,0,1,2,1,37,3.0,4,0,0,50,0
540,5,11,0,0,2,2,39,3.0,4,0,0,73,0
541,4,10,0,1,0,1,37,5.0,6,0,0,59,0
542,5,18,0,1,0,1,28,3.0,1,0,0,82,1
543,5,14,2,1,2,1,40,3.0,12,0,0,70,0
544,7,22,0,1,0,1,30,5.0,3,1,0,52,0
545,4,24,2,1,0,1,36,4.0,7,0,0,56,0
546,7,6,0,0,0,1,27,2.0,4,0,0,57,0
547,4,2,0,0,0,1,29,1.0,4,0,0,57,0
548,8,11,0,0,2,7,31,3.0,5,1,0,82,0
549,5,14,2,1,0,1,36,4.0,7,1,0,67,0
550,4,3,0,1,0,1,30,4.0,4,0,0,57,0
551,0,20,2,1,0,2,32,3.0,6,1,0,86,0
552,7,6,0,1,2,1,29,5.0,2,0,0,50,0
553,7,11,0,0,0,1,29,1.0,1,0,0,45,0
554,7,14,2,1,0,2,38,1.0,8,0,0,47,0
555,5,11,2,0,0,1,51,3.0,15,0,0,71,0
556,1,14,2,1,0,1,32,3.0,8,0,0,58,0
557,8,5,2,0,2,1,36,3.0,5,1,0,83,0
558,4,6,0,1,2,2,30,5.0,5,1,0,57,0
559,1,18,0,0,2,1,26,3.0,5,0,0,56,0
560,6,31,0,1,2,2,32,5.0,3,1,0,83,1
561,7,23,0,1,0,2,26,3.0,3,0,0,50,0
562,0,20,0,1,2,1,30,4.0,2,0,0,83,0
563,7,30,0,0,0,1,28,1.0,2,0,0,50,0
564,7,18,0,1,2,1,40,3.0,18,1,0,55,1
565,3,11,0,1,0,1,33,1.0,6,0,0,66,0
566,4,11,1,0,2,1,24,4.0,1,0,0,73,1
567,3,19,1,1,0,1,27,4.0,1,1,0,59,0
568,4,21,0,1,2,1,30,4.0,2,1,0,61,0
569,7,28,2,0,2,1,37,3.0,9,0,0,44,0
570,4,11,0,0,0,1,33,3.0,9,0,0,58,0
571,0,11,0,1,0,2,31,3.0,2,0,0,84,0
572,7,24,0,1,2,1,43,3.0,3,0,0,48,0
573,7,11,2,0,0,1,39,1.0,10,1,0,52,1
574,7,11,2,1,0,1,24,3.0,2,1,1,81,1
575,5,28,2,1,0,1,41,2.0,12,0,0,71,0
576,6,28,2,1,0,1,35,5.0,4,1,0,85,0
577,7,31,0,1,2,1,24,2.0,1,0,0,49,0
578,7,0,2,1,2,3,33,2.0,7,0,0,53,0
579,7,8,2,1,0,1,35,3.0,3,0,0,47,0
580,7,6,0,1,2,1,30,2.0,8,1,1,50,0
581,5,6,0,1,0,1,29,3.0,2,0,0,68,0
582,7,30,0,1,0,1,28,5.0,2,1,0,50,0
583,4,11,2,0,0,1,48,5.0,15,1,0,61,0
584,8,11,0,1,0,1,31,3.0,3,0,0,79,0
585,7,0,0,1,0,1,26,1.0,3,1,0,50,0
586,7,19,0,1,2,2,24,3.0,1,0,0,47,0
587,8,19,0,0,1,1,30,3.0,1,1,0,76,0
588,4,32,2,0,2,1,38,3.0,2,1,0,61,0
589,7,24,2,1,2,1,27,5.0,3,1,0,49,0
590,8,11,2,0,0,1,49,1.0,24,0,0,77,0
591,8,2,0,0,0,1,32,5.0,1,0,0,80,0
592,4,27,0,1,0,1,26,5.0,1,0,0,65,0
593,7,11,0,0,0,1,35,5.0,7,0,0,48,0
594,1,11,0,0,0,2,46,3.0,3,0,0,59,0
595,5,14,2,1,0,1,34,2.0,6,0,0,69,0
596,1,14,0,0,2,2,30,1.0,3,1,0,59,0
597,5,11,2,0,2,1,53,1.0,11,0,0,67,0
598,7,28,2,1,2,1,49,3.0,17,0,0,48,0
599,5,19,2,0,0,1,35,3.0,5,0,0,68,0
600,6,14,2,1,0,1,34,4.0,4,0,0,83,0
601,7,23,0,1,0,7,26,2.0,5,0,0,46,0
602,7,0,0,1,2,2,29,3.0,1,0,0,47,0
603,4,31,2,0,0,1,37,3.0,4,0,0,58,0
604,0,19,0,1,0,2,25,4.0,2,0,0,80,0
605,7,11,0,1,0,1,47,4.0,16,1,0,48,1
606,0,3,0,1,2,1,28,2.0,5,0,0,85,0
607,7,5,0,1,0,1,32,5.0,10,1,0,48,0
608,5,10,0,1,0,1,34,3.0,4,0,0,71,0
609,4,11,0,1,2,1,36,4.0,3,0,0,59,0
610,3,14,0,1,0,1,32,2.0,6,0,0,59,0
611,5,16,2,1,2,2,32,2.0,5,0,0,72,0
612,7,32,0,1,0,1,29,4.0,3,0,0,52,0
613,4,14,0,1,0,1,32,4.0,4,1,1,57,1
614,7,14,0,1,0,5,27,3.0,2,0,0,52,0
615,7,4,0,1,0,1,34,5.0,4,1,0,51,0
616,7,7,2,0,0,1,36,3.0,8,0,0,48,0
617,4,32,0,1,2,1,26,5.0,2,1,0,59,0
618,7,5,2,1,0,1,33,4.0,3,1,0,94,1
619,7,19,2,1,0,1,47,1.0,3,0,0,45,0
620,7,2,0,1,0,1,42,3.0,2,0,0,48,0
621,7,18,2,1,0,1,38,1.0,8,0,0,54,0
622,8,25,0,0,2,4,32,5.0,8,0,0,93,1
623,5,8,0,0,0,1,44,3.0,16,0,0,70,0
624,7,14,2,1,0,1,33,4.0,5,1,0,46,0
625,7,18,0,1,2,2,27,3.0,3,0,0,55,0
626,8,11,2,1,0,2,50,5.0,14,0,0,85,0
627,5,24,0,0,0,2,29,3.0,4,0,0,71,0
628,5,27,0,1,0,1,29,5.0,4,0,0,84,1
629,8,19,0,1,2,2,28,3.0,2,0,0,79,0
630,0,11,0,1,0,1,44,5.0,7,1,0,84,0
631,4,32,0,0,0,1,32,4.0,2,1,0,61,0
632,0,20,2,1,2,2,30,3.0,6,0,0,83,0
633,4,13,0,1,0,1,37,5.0,4,1,0,59,0
634,4,14,0,0,2,1,37,3.0,5,1,0,59,0
635,7,5,0,1,2,1,32,1.0,4,0,0,52,0
636,5,15,0,1,2,1,36,3.0,2,0,0,66,0
637,5,11,0,0,0,2,34,3.0,4,1,0,62,0
638,1,32,0,0,0,1,30,3.0,3,0,0,65,0
639,8,11,0,1,2,1,26,1.0,1,1,1,81,1
640,7,21,2,1,2,1,31,1.0,2,0,0,51,0
641,8,11,0,1,1,1,41,5.0,7,0,0,83,0
642,4,11,2,1,2,1,33,2.0,7,0,0,57,0
643,4,12,0,1,0,1,25,4.0,3,0,0,58,0
644,4,31,0,0,2,1,39,3.0,6,1,0,58,0
645,5,3,0,0,2,1,31,3.0,6,0,0,70,0
646,8,11,2,0,2,1,56,2.0,16,0,0,79,0
647,7,5,0,1,0,1,30,1.0,3,0,0,50,0
648,4,28,0,1,0,2,29,5.0,5,1,0,63,1
649,7,33,2,1,2,1,31,4.0,3,0,0,50,0
650,6,24,2,1,2,2,28,4.0,2,0,0,82,0
651,0,12,0,1,0,2,30,2.0,3,0,0,82,0
652,0,2,0,1,2,1,30,1.0,2,0,0,84,0
653,5,31,0,0,0,1,29,4.0,6,1,0,65,0
654,4,10,0,0,0,1,31,3.0,3,1,0,60,0
655,0,17,0,1,0,1,30,3.0,6,1,0,84,1
656,5,11,0,1,2,1,26,5.0,1,0,0,72,0
657,4,7,0,1,2,1,44,5.0,4,1,0,60,0
658,5,16,2,0,0,1,31,1.0,6,0,0,70,0
659,8,26,0,0,0,1,35,4.0,3,0,0,77,0
660,5,15,2,1,0,1,41,3.0,3,0,0,73,0
661,7,17,0,1,0,1,33,5.0,7,1,0,47,0
662,8,24,0,1,2,1,33,5.0,4,1,0,81,0
663,4,11,1,1,2,1,26,5.0,3,0,0,60,0
664,7,4,0,1,2,1,47,4.0,19,0,0,48,0
665,7,2,0,1,2,1,28,5.0,5,1,0,51,0
666,7,4,0,1,0,1,32,1.0,5,0,0,52,0
667,7,16,0,1,0,1,36,3.0,10,0,0,50,0
668,5,31,2,0,0,2,39,3.0,5,0,0,68,0
669,8,31,0,0,0,1,29,5.0,2,1,0,81,0
670,7,11,0,1,2,3,45,3.0,6,0,0,47,0
671,4,11,0,1,2,1,48,2.0,4,0,0,58,0
672,2,11,0,1,0,2,32,3.0,5,0,0,49,0
673,4,11,0,0,0,1,39,2.0,5,0,0,63,0
674,4,11,2,1,0,1,53,4.0,19,1,0,57,0
675,7,14,0,1,0,1,42,3.0,4,0,0,53,0
676,1,11,2,0,0,2,35,5.0,4,0,0,59,0
677,0,27,0,1,2,1,30,1.0,4,0,0,82,0
678,0,19,0,1,0,1,31,4.0,6,1,0,86,0
679,4,32,0,1,0,1,26,5.0,3,0,0,56,0
680,7,31,0,1,0,1,35,5.0,3,1,1,45,1
681,7,31,0,1,2,1,45,1.0,5,0,0,52,0
682,5,19,0,1,2,5,37,3.0,9,0,0,64,0
683,4,11,0,0,0,1,42,5.0,10,1,0,59,0
684,7,31,2,1,0,1,43,5.0,14,1,0,50,0
685,4,2,0,1,0,1,27,5.0,2,1,0,58,0
686,7,27,0,1,0,1,26,1.0,1,1,0,48,0
687,7,6,2,1,2,1,38,1.0,10,0,0,50,0
688,0,33,2,1,0,1,31,4.0,5,1,0,82,0
689,4,6,0,0,2,1,30,2.0,2,0,0,64,0
690,5,11,2,0,2,1,37,4.0,11,0,0,70,0
691,7,7,2,1,0,1,35,1.0,4,0,0,48,0
692,4,31,2,0,2,2,38,5.0,4,1,0,63,0
693,6,14,0,1,2,3,30,5.0,2,0,0,85,0
694,8,31,0,1,2,1,30,3.0,1,1,0,78,1
695,7,23,0,1,2,2,28,3.0,2,0,0,52,0
696,4,4,2,1,0,1,42,4.0,7,0,0,59,0
697,5,14,0,1,2,1,33,2.0,7,0,0,68,0
698,7,2,2,1,0,1,39,4.0,4,0,0,45,0
699,7,31,2,1,2,1,33,2.0,7,1,0,49,0
700,8,4,2,0,0,1,43,4.0,6,0,0,81,0
701,4,5,0,0,2,1,30,4.0,7,0,0,59,0
702,0,6,2,1,2,1,37,3.0,3,1,0,85,0
703,8,24,0,1,0,1,33,4.0,6,1,1,81,0
704,7,0,2,1,2,1,38,5.0,10,0,0,49,0
705,0,14,0,0,2,2,27,3.0,3,1,0,85,1
706,4,14,0,0,2,1,24,5.0,2,0,0,55,0
707,4,7,0,0,2,1,35,2.0,10,0,0,58,0
708,4,11,2,1,0,2,42,5.0,2,1,0,57,0
709,7,20,2,1,0,1,32,3.0,7,0,0,53,0
710,7,18,0,1,0,2,25,3.0,2,0,0,45,0
711,5,11,2,0,0,1,35,5.0,6,1,0,67,0
712,8,11,2,0,2,1,54,3.0,24,0,0,75,0
713,7,25,0,1,0,1,33,2.0,3,0,0,45,0
714,7,14,0,0,2,1,27,3.0,1,0,0,48,0
715,0,24,0,1,0,2,28,3.0,2,1,0,86,1
716,2,15,2,0,0,1,36,3.0,8,0,0,44,0
717,5,11,2,0,0,3,51,3.0,7,1,0,72,0
718,4,2,0,0,2,2,31,3.0,2,0,0,57,0
719,7,18,0,1,0,2,25,1.0,4,0,0,47,0
720,2,11,2,1,2,1,45,3.0,3,0,0,51,0
721,1,31,0,1,2,1,31,3.0,4,0,0,64,0
722,2,5,0,1,0,1,39,3.0,11,0,0,53,0
723,5,6,0,0,0,1,39,4.0,5,1,0,73,0
724,5,18,0,0,0,1,25,2.0,2,1,0,66,0
725,4,28,2,0,2,1,37,5.0,8,1,1,99,1
726,8,12,0,1,0,1,29,5.0,3,1,0,80,0
727,7,30,0,1,0,1,27,1.0,5,0,0,52,0
728,4,11,0,1,0,1,27,4.0,3,0,0,59,0
729,7,2,0,1,0,1,47,4.0,6,0,0,51,0
730,1,11,2,1,2,1,36,4.0,3,0,0,55,0
731,4,32,0,1,0,1,35,5.0,9,1,0,58,0
732,7,32,0,1,2,1,35,3.0,8,0,0,51,0
733,8,11,0,0,2,2,32,3.0,5,1,0,82,0
734,7,15,0,1,2,1,26,3.0,1,0,0,47,0
735,1,20,2,1,0,1,33,3.0,3,1,1,60,1
736,7,1,2,0,2,1,32,2.0,5,0,0,56,0
737,5,10,0,1,0,1,41,5.0,4,1,0,73,0
738,7,14,2,1,2,1,26,4.0,2,1,0,53,0
739,1,4,2,1,2,1,40,5.0,4,0,0,58,0
740,4,22,0,0,2,1,31,3.0,4,0,0,55,0
741,8,31,0,1,0,1,25,3.0,2,0,0,78,0
742,3,11,2,1,0,1,58,3.0,15,1,0,60,0
743,7,25,0,0,0,1,27,1.0,4,0,0,53,0
744,7,19,0,1,0,1,29,5.0,5,1,0,52,0
745,7,14,0,1,2,2,33,4.0,8,0,0,46,0
746,2,11,0,0,0,1,28,4.0,1,0,0,43,0
747,4,18,0,0,0,1,32,4.0,2,1,0,59,0
748,1,31,2,0,2,1,36,5.0,2,1,0,57,0
749,5,11,2,0,0,1,37,3.0,3,0,0,72,0
750,2,25,0,1,0,1,30,5.0,7,1,0,51,0
751,8,15,2,1,2,1,43,2.0,7,0,0,77,0
752,8,21,2,0,0,1,31,3.0,5,1,0,81,0
753,6,24,2,1,0,2,34,4.0,4,0,0,86,0
754,4,11,0,1,2,1,45,4.0,18,1,0,61,0
755,0,14,2,1,0,2,30,3.0,6,0,0,80,0
756,0,6,0,1,2,3,39,3.0,6,0,0,84,0
757,8,8,2,1,0,1,34,5.0,5,1,0,81,0
758,8,6,2,1,0,1,36,2.0,8,0,0,86,0
759,8,18,0,1,2,1,25,4.0,3,0,0,80,0
760,7,25,0,1,2,1,28,4.0,4,0,0,45,0
761,1,3,0,1,0,1,31,2.0,5,0,0,60,0
762,5,11,2,0,0,1,49,5.0,7,1,0,73,0
763,8,31,2,0,0,1,39,4.0,4,1,0,78,1
764,7,24,0,1,2,1,49,3.0,19,0,0,50,0
765,5,14,2,0,2,1,37,3.0,9,0,0,67,0
766,8,18,0,0,2,1,38,2.0,5,1,0,79,0
767,4,11,0,1,0,1,38,4.0,10,0,0,59,0
768,7,14,2,1,2,1,44,1.0,9,0,0,54,0
769,8,14,0,1,1,1,30,4.0,2,1,0,84,0
770,0,4,2,1,0,1,34,2.0,6,0,0,86,0
771,1,11,1,1,2,2,25,5.0,1,1,0,60,0
772,4,11,2,0,2,2,34,5.0,7,0,0,61,0
773,8,14,2,0,2,1,35,1.0,4,0,0,81,0
774,5,8,0,0,0,1,38,2.0,4,0,0,65,0
775,5,18,0,0,0,1,40,3.0,7,0,0,68,0
776,3,11,0,0,0,1,52,3.0,4,1,1,55,0
777,7,31,0,1,2,1,60,2.0,12,0,0,48,0
778,7,19,0,1,2,6,27,2.0,1,0,0,58,0
779,4,14,0,1,0,1,32,2.0,5,1,0,62,0
780,2,18,0,1,0,1,28,2.0,2,1,0,52,1
781,7,33,0,1,2,1,28,1.0,3,0,0,52,0
782,4,11,2,0,2,2,51,5.0,16,1,0,62,0
783,7,11,2,1,2,1,33,4.0,5,0,0,49,0
784,7,20,2,0,0,1,31,3.0,1,0,0,47,0
785,7,20,0,1,0,1,26,2.0,3,0,0,54,0
786,7,21,0,1,0,1,30,5.0,1,1,0,47,0
787,4,4,0,0,2,1,29,5.0,2,1,0,60,0
788,1,30,0,1,2,3,31,4.0,3,0,0,65,0
789,4,14,0,1,2,1,43,2.0,11,0,0,57,0
790,7,19,0,1,2,1,32,1.0,6,1,0,47,0
791,4,31,0,1,2,1,33,3.0,4,0,0,74,1
792,7,24,0,1,2,1,30,1.0,3,0,0,48,0
793,7,11,2,1,2,1,23,3.0,1,0,0,44,0
794,5,11,2,0,2,1,28,3.0,4,0,0,68,0
795,2,11,2,0,2,1,43,5.0,11,1,0,51,0
796,4,11,0,1,0,1,44,4.0,15,0,0,55,0
797,0,14,2,0,0,1,33,3.0,2,0,0,84,0
798,7,21,0,1,0,1,31,2.0,7,0,0,50,0
799,7,29,2,1,0,1,37,1.0,10,0,0,48,0
800,8,31,0,0,0,2,32,3.0,6,0,0,79,0
801,8,7,0,0,2,1,37,3.0,11,0,0,79,0
802,7,19,2,1,2,1,37,3.0,5,0,0,49,0
803,7,17,0,1,0,1,28,3.0,1,0,0,46,0
804,4,28,2,1,2,2,35,3.0,9,0,0,56,0
805,4,25,0,1,0,1,36,4.0,3,1,0,74,1
806,8,31,0,1,2,2,39,3.0,5,1,0,78,0
807,4,12,0,0,0,1,30,5.0,5,0,0,56,0
808,4,28,0,0,0,1,26,3.0,5,0,0,60,0
809,7,14,0,1,0,1,27,3.0,3,0,0,51,0
810,0,14,0,1,1,1,32,3.0,3,1,1,78,1
811,4,18,0,1,0,1,42,3.0,12,0,0,55,0
812,0,12,0,1,2,1,30,5.0,1,0,0,84,0
813,6,28,0,1,2,1,35,5.0,7,0,0,89,0
814,8,19,0,1,0,1,28,2.0,2,0,0,79,0
815,2,11,0,0,2,1,27,5.0,5,1,0,46,0
816,4,31,2,0,2,1,38,3.0,9,0,0,62,0
817,4,33,2,1,2,1,27,3.0,2,0,0,65,0
818,4,6,2,1,2,1,43,2.0,3,0,0,59,0
819,7,11,2,0,2,1,34,5.0,9,0,0,49,0
820,8,11,2,1,0,1,38,3.0,8,0,0,77,0
821,4,19,0,0,2,1,25,1.0,2,0,0,57,0
822,8,18,0,1,0,1,35,1.0,6,1,0,77,1
823,7,27,0,1,2,1,29,1.0,5,0,0,48,0
824,7,18,0,1,0,1,40,1.0,6,0,0,55,0
825,8,19,0,0,2,1,35,1.0,4,1,0,83,0
826,0,14,0,1,0,1,34,3.0,3,0,0,89,1
827,5,11,0,0,2,1,37,1.0,2,0,0,64,0
828,6,2,2,1,2,1,29,3.0,2,1,0,84,0
829,8,32,2,1,0,1,39,1.0,8,0,0,77,0
830,5,8,0,1,2,1,50,3.0,8,0,0,71,0
831,2,14,0,0,2,1,25,5.0,2,1,0,47,0
832,7,19,0,1,0,1,40,2.0,10,0,0,49,0
833,7,28,0,0,0,1,30,3.0,8,1,0,50,1
834,5,12,0,0,0,1,33,2.0,3,1,0,69,1
835,5,20,0,0,0,1,32,3.0,3,0,0,70,0
836,8,14,2,1,2,1,39,2.0,7,0,0,78,0
837,4,28,0,1,0,1,52,4.0,10,0,0,60,0
838,5,31,0,0,0,1,29,5.0,4,1,0,72,1
839,4,11,0,1,2,1,48,5.0,17,1,0,58,0
840,8,7,0,1,0,2,38,1.0,8,1,0,81,0
841,7,18,0,1,0,1,44,3.0,10,0,0,49,0
842,7,31,2,1,2,1,42,5.0,11,1,0,54,1
843,7,11,2,1,0,1,29,4.0,2,0,0,47,0
844,5,28,2,0,0,1,34,4.0,7,0,0,70,0
845,7,23,2,1,0,1,39,4.0,8,0,0,47,0
846,7,11,2,0,2,1,38,2.0,8,0,0,51,0
847,8,26,0,1,0,1,47,3.0,16,0,0,80,0
848,4,7,0,1,0,1,29,3.0,3,0,0,66,0
849,7,11,0,0,2,1,36,2.0,7,0,0,50,0
850,8,11,0,1,2,1,29,1.0,6,1,0,77,0
851,2,11,2,1,0,1,34,3.0,7,0,0,55,0
852,7,11,0,1,2,1,28,3.0,1,0,0,47,0
853,8,18,0,1,0,2,27,3.0,1,0,0,77,0
854,2,30,0,1,0,1,29,1.0,3,0,0,51,0
855,5,8,2,0,0,1,36,3.0,4,0,0,81,1
856,7,5,0,0,2,1,29,4.0,3,0,0,52,0
857,0,14,0,1,2,2,28,3.0,1,1,0,89,0
858,0,4,0,1,0,1,26,3.0,4,0,0,85,0
859,5,11,1,0,0,3,22,5.0,1,0,0,66,0
860,0,6,2,1,0,3,35,5.0,3,0,0,86,0
861,8,11,0,0,1,1,49,5.0,6,0,0,80,0
862,8,14,0,1,2,1,33,5.0,2,1,0,79,0
863,7,11,0,1,1,1,30,4.0,1,1,0,50,0
864,4,14,2,1,0,1,43,4.0,3,0,0,59,0
865,7,28,0,1,0,1,44,4.0,12,0,0,50,0
866,7,24,0,1,2,1,25,4.0,3,0,0,47,0
867,7,20,0,1,0,1,25,4.0,3,1,0,64,1
868,7,11,0,1,0,3,53,3.0,12,0,0,50,0
869,4,18,2,1,0,1,36,3.0,9,0,0,62,0
870,5,31,2,0,2,2,50,5.0,13,1,0,69,0
871,7,2,0,1,2,1,31,4.0,4,1,0,48,0
872,7,14,0,1,0,2,36,1.0,4,0,0,49,0
873,7,14,0,1,2,1,24,1.0,2,0,0,48,0
874,6,28,2,1,0,1,32,5.0,5,1,0,78,0
875,7,11,0,0,2,1,51,1.0,13,0,0,51,0
876,0,21,0,1,2,1,29,5.0,3,1,0,87,0
877,1,28,0,1,2,1,29,5.0,1,1,0,55,0
878,3,11,0,0,0,1,32,5.0,1,0,0,63,0
879,4,6,0,0,0,2,42,5.0,5,1,0,61,1
880,0,24,0,1,0,1,26,5.0,2,1,0,87,0
881,5,13,0,1,2,3,43,5.0,2,0,0,70,0
882,0,14,0,1,0,1,31,3.0,4,0,0,85,0
883,5,11,0,0,0,1,46,1.0,5,0,0,68,0
884,7,28,0,1,0,1,38,4.0,6,0,0,46,0
885,7,31,0,1,2,2,33,4.0,7,0,0,51,0
886,4,8,0,1,2,1,33,5.0,3,1,0,63,0
887,0,24,0,1,0,1,27,4.0,1,0,0,91,0
888,0,11,0,0,0,1,30,4.0,5,0,0,91,0
889,8,7,0,0,0,2,28,3.0,3,0,0,82,0
890,5,6,0,1,0,1,44,5.0,5,1,0,72,0
891,4,5,0,1,0,2,37,3.0,3,0,0,61,0
892,4,11,0,0,2,1,37,3.0,9,0,0,61,0
893,8,11,0,0,2,1,50,3.0,23,1,0,80,0
894,8,8,0,1,0,1,36,4.0,5,1,0,78,1
895,7,9,0,1,0,1,28,3.0,2,0,0,47,0
896,0,31,0,1,0,3,28,5.0,5,1,0,80,0
897,1,14,0,0,0,1,28,5.0,5,1,0,57,0
898,7,14,0,1,2,1,27,4.0,1,0,0,47,0
899,3,11,0,1,2,1,30,4.0,1,0,0,63,0
900,4,31,0,0,0,2,43,4.0,5,1,0,62,0
901,8,4,0,1,0,1,49,3.0,16,0,0,78,0
902,7,21,0,1,2,1,35,3.0,10,0,0,49,0
903,7,17,0,1,0,1,26,3.0,1,0,0,51,0
904,7,23,0,1,0,1,33,3.0,8,0,0,48,0
905,4,31,2,1,2,1,35,5.0,9,1,0,65,0
906,8,7,2,0,0,1,39,3.0,10,0,0,81,0
907,8,31,2,1,0,1,34,4.0,3,1,0,81,0
908,0,6,0,1,2,1,36,5.0,5,0,0,79,0
909,8,11,0,1,2,2,44,5.0,7,1,0,78,0
910,0,27,0,1,0,1,29,3.0,3,0,0,87,0
911,7,4,2,1,2,1,47,5.0,11,1,0,50,0
912,8,28,0,1,0,1,30,5.0,3,1,0,77,1
913,7,28,0,1,0,1,40,3.0,4,0,0,52,0
914,4,31,2,0,2,1,47,3.0,20,0,0,63,0
915,7,24,0,1,2,2,27,4.0,4,0,0,48,0
916,4,31,0,0,0,1,46,3.0,8,0,0,57,0
917,7,11,0,1,2,1,55,5.0,5,1,0,53,0
918,7,8,0,1,0,1,40,1.0,10,0,0,48,0
919,7,31,0,1,0,1,40,3.0,4,0,0,52,0
920,8,4,0,1,2,1,28,3.0,5,0,0,77,0
921,5,11,0,0,0,1,40,5.0,11,1,0,73,0
922,0,31,0,1,0,2,32,3.0,7,1,0,85,0
923,7,1,2,1,0,1,53,3.0,14,1,0,51,0
924,7,21,0,1,0,1,33,1.0,4,0,0,50,0
